x,y,z,LITHO,Grade_pct,LITHODESC
71.5,30.5,40.5,1,0.062,Sandstone
73.5,30.5,40.5,1,0.268,Sandstone
89.5,30.5,40.5,3,2.853,Breccia
13.5,31.5,40.5,3,3.619,Breccia
23.5,31.5,40.5,2,5.355,Shale
25.5,31.5,40.5,3,10.262,Breccia
26.5,31.5,40.5,3,4.394,Breccia
32.5,31.5,40.5,3,2.222,Breccia
35.5,31.5,40.5,3,2.746,Breccia
38.5,31.5,40.5,3,7.183,Breccia
45.5,31.5,40.5,3,7.304,Breccia
46.5,31.5,40.5,2,0.751,Shale
55.5,31.5,40.5,1,0.483,Sandstone
68.5,31.5,40.5,1,0.02,Sandstone
70.5,31.5,40.5,1,0.182,Sandstone
22.5,32.5,40.5,3,0.64,Breccia
33.5,32.5,40.5,3,0.778,Breccia
36.5,32.5,40.5,2,0.92,Shale
42.5,32.5,40.5,3,10.029,Breccia
44.5,32.5,40.5,3,10.361,Breccia
59.5,32.5,40.5,1,0.525,Sandstone
66.5,32.5,40.5,1,0.32,Sandstone
68.5,32.5,40.5,1,0.013,Sandstone
83.5,32.5,40.5,2,0.673,Shale
88.5,32.5,40.5,2,0.504,Shale
26.5,33.5,40.5,3,1.523,Breccia
65.5,33.5,40.5,1,0.25,Sandstone
72.5,33.5,40.5,1,0.126,Sandstone
82.5,33.5,40.5,2,0.659,Shale
5.5,34.5,40.5,3,1.834,Breccia
8.5,34.5,40.5,3,2.468,Breccia
17.5,34.5,40.5,1,0.682,Sandstone
29.5,34.5,40.5,2,0.594,Shale
34.5,34.5,40.5,3,2.198,Breccia
37.5,34.5,40.5,3,11.149,Breccia
60.5,34.5,40.5,1,0.337,Sandstone
92.5,34.5,40.5,3,3.732,Breccia
10.5,35.5,40.5,3,1.439,Breccia
33.5,35.5,40.5,1,0.054,Sandstone
50.5,35.5,40.5,2,0.184,Shale
67.5,35.5,40.5,1,0.005,Sandstone
73.5,35.5,40.5,1,0.495,Sandstone
74.5,35.5,40.5,1,0.44,Sandstone
79.5,35.5,40.5,2,2.027,Shale
84.5,35.5,40.5,2,0.376,Shale
92.5,35.5,40.5,3,2.325,Breccia
39.5,36.5,40.5,3,25.244,Breccia
41.5,36.5,40.5,3,6.67,Breccia
98.5,36.5,40.5,1,0.595,Sandstone
7.5,37.5,40.5,3,0.664,Breccia
14.5,37.5,40.5,1,0.695,Sandstone
29.5,37.5,40.5,1,0.856,Sandstone
50.5,37.5,40.5,3,3.222,Breccia
81.5,37.5,40.5,2,0.969,Shale
83.5,37.5,40.5,2,1.566,Shale
4.5,38.5,40.5,3,0.639,Breccia
7.5,38.5,40.5,3,2.274,Breccia
37.5,38.5,40.5,1,0.334,Sandstone
78.5,38.5,40.5,2,0.513,Shale
82.5,38.5,40.5,2,2.08,Shale
96.5,38.5,40.5,1,0.618,Sandstone
45.5,39.5,40.5,1,0.744,Sandstone
7.5,40.5,40.5,3,1.838,Breccia
28.5,40.5,40.5,1,0.603,Sandstone
57.5,40.5,40.5,2,2.07,Shale
10.5,41.5,40.5,3,0.546,Breccia
17.5,41.5,40.5,1,0.174,Sandstone
33.5,41.5,40.5,1,0.726,Sandstone
46.5,41.5,40.5,3,9.73,Breccia
50.5,41.5,40.5,3,2.002,Breccia
52.5,41.5,40.5,2,0.434,Shale
56.5,41.5,40.5,2,0.987,Shale
58.5,41.5,40.5,2,4.486,Shale
75.5,41.5,40.5,1,0.533,Sandstone
79.5,41.5,40.5,2,3.349,Shale
89.5,41.5,40.5,1,0.221,Sandstone
98.5,41.5,40.5,1,0.69,Sandstone
9.5,42.5,40.5,3,2.369,Breccia
11.5,42.5,40.5,3,1.571,Breccia
66.5,42.5,40.5,1,0.048,Sandstone
67.5,42.5,40.5,2,3.148,Shale
79.5,42.5,40.5,2,2.152,Shale
88.5,42.5,40.5,2,0.292,Shale
98.5,42.5,40.5,1,0.198,Sandstone
31.5,43.5,40.5,1,0.967,Sandstone
67.5,43.5,40.5,2,3.419,Shale
72.5,43.5,40.5,2,1.601,Shale
88.5,43.5,40.5,1,0.127,Sandstone
99.5,43.5,40.5,1,0.411,Sandstone
0.5,44.5,40.5,3,0.588,Breccia
2.5,44.5,40.5,3,4.6,Breccia
35.5,44.5,40.5,1,0.035,Sandstone
43.5,44.5,40.5,1,0.179,Sandstone
44.5,44.5,40.5,1,0.475,Sandstone
58.5,44.5,40.5,3,1.154,Breccia
62.5,44.5,40.5,2,0.644,Shale
84.5,44.5,40.5,2,3.428,Shale
87.5,44.5,40.5,2,0.302,Shale
99.5,44.5,40.5,1,0.195,Sandstone
32.5,45.5,40.5,1,0.981,Sandstone
46.5,45.5,40.5,2,0.364,Shale
74.5,45.5,40.5,2,1.26,Shale
22.5,46.5,40.5,1,0.925,Sandstone
44.5,46.5,40.5,1,0.488,Sandstone
47.5,46.5,40.5,2,0.681,Shale
58.5,46.5,40.5,3,0.348,Breccia
85.5,46.5,40.5,2,1.957,Shale
90.5,46.5,40.5,2,0.227,Shale
99.5,46.5,40.5,1,0.07,Sandstone
33.5,47.5,40.5,1,0.904,Sandstone
58.5,47.5,40.5,3,0.744,Breccia
64.5,47.5,40.5,1,0.493,Sandstone
81.5,47.5,40.5,2,3.302,Shale
28.5,48.5,40.5,2,0.274,Shale
31.5,48.5,40.5,2,0.986,Shale
39.5,48.5,40.5,2,1.083,Shale
50.5,48.5,40.5,2,1.732,Shale
55.5,48.5,40.5,2,0.798,Shale
61.5,48.5,40.5,2,0.148,Shale
87.5,48.5,40.5,2,0.731,Shale
0.5,49.5,40.5,3,3.299,Breccia
32.5,49.5,40.5,2,2.067,Shale
35.5,49.5,40.5,2,0.912,Shale
93.5,49.5,40.5,1,0.062,Sandstone
46.5,50.5,40.5,2,2.229,Shale
50.5,50.5,40.5,2,1.361,Shale
59.5,50.5,40.5,2,1.787,Shale
70.5,50.5,40.5,2,2.476,Shale
71.5,50.5,40.5,2,0.772,Shale
82.5,50.5,40.5,2,1.415,Shale
88.5,50.5,40.5,2,0.611,Shale
93.5,50.5,40.5,1,0.197,Sandstone
12.5,51.5,40.5,1,0.272,Sandstone
16.5,51.5,40.5,1,0.199,Sandstone
25.5,51.5,40.5,1,0.785,Sandstone
26.5,51.5,40.5,1,0.99,Sandstone
39.5,51.5,40.5,2,1.47,Shale
41.5,51.5,40.5,2,0.731,Shale
47.5,51.5,40.5,2,1.624,Shale
76.5,51.5,40.5,2,1.14,Shale
79.5,51.5,40.5,2,0.217,Shale
97.5,51.5,40.5,1,0.024,Sandstone
34.5,52.5,40.5,2,0.947,Shale
59.5,52.5,40.5,2,0.814,Shale
64.5,52.5,40.5,2,0.201,Shale
70.5,52.5,40.5,1,0.142,Sandstone
79.5,52.5,40.5,2,0.349,Shale
97.5,52.5,40.5,1,0.008,Sandstone
98.5,52.5,40.5,1,0.061,Sandstone
0.5,53.5,40.5,3,10.853,Breccia
15.5,53.5,40.5,1,0.256,Sandstone
17.5,53.5,40.5,2,0.448,Shale
19.5,53.5,40.5,3,13.477,Breccia
20.5,53.5,40.5,2,2.781,Shale
24.5,53.5,40.5,2,2.693,Shale
51.5,53.5,40.5,2,2.98,Shale
67.5,53.5,40.5,1,0.823,Sandstone
96.5,53.5,40.5,1,0.062,Sandstone
97.5,53.5,40.5,1,0.003,Sandstone
2.5,54.5,40.5,3,7.801,Breccia
4.5,54.5,40.5,3,5.03,Breccia
8.5,54.5,40.5,1,0.248,Sandstone
9.5,54.5,40.5,1,0.385,Sandstone
12.5,54.5,40.5,1,0.252,Sandstone
21.5,54.5,40.5,2,4.101,Shale
24.5,54.5,40.5,2,8.098,Shale
33.5,54.5,40.5,2,2.881,Shale
42.5,54.5,40.5,2,1.391,Shale
45.5,54.5,40.5,2,0.56,Shale
53.5,54.5,40.5,2,0.418,Shale
72.5,54.5,40.5,1,0.245,Sandstone
78.5,54.5,40.5,2,0.879,Shale
90.5,54.5,40.5,2,1.292,Shale
1.5,55.5,40.5,3,23.896,Breccia
4.5,55.5,40.5,3,14.017,Breccia
21.5,55.5,40.5,2,3.42,Shale
28.5,55.5,40.5,2,3.846,Shale
40.5,55.5,40.5,2,1.352,Shale
45.5,55.5,40.5,2,0.507,Shale
73.5,55.5,40.5,1,0.363,Sandstone
76.5,55.5,40.5,2,1.069,Shale
84.5,55.5,40.5,2,1.246,Shale
2.5,56.5,40.5,3,28.815,Breccia
20.5,56.5,40.5,3,3.525,Breccia
49.5,56.5,40.5,2,0.758,Shale
61.5,56.5,40.5,2,0.247,Shale
63.5,56.5,40.5,2,0.39,Shale
76.5,56.5,40.5,1,0.185,Sandstone
86.5,56.5,40.5,2,1.505,Shale
99.5,56.5,40.5,1,0.187,Sandstone
1.5,57.5,40.5,3,16.351,Breccia
5.5,57.5,40.5,3,16.123,Breccia
13.5,57.5,40.5,1,0.26,Sandstone
44.5,57.5,40.5,2,0.468,Shale
64.5,57.5,40.5,2,0.446,Shale
67.5,57.5,40.5,2,0.725,Shale
69.5,57.5,40.5,2,1.092,Shale
75.5,57.5,40.5,1,0.027,Sandstone
77.5,57.5,40.5,2,0.899,Shale
80.5,57.5,40.5,2,3.387,Shale
82.5,57.5,40.5,2,2.041,Shale
91.5,57.5,40.5,2,0.871,Shale
6.5,58.5,40.5,3,20.83,Breccia
32.5,58.5,40.5,2,3.987,Shale
40.5,58.5,40.5,2,4.714,Shale
56.5,58.5,40.5,2,0.83,Shale
57.5,58.5,40.5,2,1.195,Shale
68.5,58.5,40.5,2,0.688,Shale
79.5,58.5,40.5,2,1.922,Shale
87.5,58.5,40.5,2,3.261,Shale
98.5,58.5,40.5,1,0.669,Sandstone
0.5,59.5,40.5,3,10.744,Breccia
5.5,59.5,40.5,3,23.023,Breccia
17.5,59.5,40.5,3,1.34,Breccia
45.5,59.5,40.5,2,0.76,Shale
83.5,59.5,40.5,2,0.94,Shale
88.5,59.5,40.5,2,0.681,Shale
23.5,60.5,40.5,3,3.457,Breccia
96.5,60.5,40.5,1,0.433,Sandstone
17.5,61.5,40.5,1,0.124,Sandstone
44.5,61.5,40.5,2,0.685,Shale
45.5,61.5,40.5,2,0.288,Shale
47.5,61.5,40.5,1,0.744,Sandstone
49.5,61.5,40.5,1,0.38,Sandstone
73.5,61.5,40.5,1,0.047,Sandstone
89.5,61.5,40.5,2,2.51,Shale
7.5,62.5,40.5,3,24.708,Breccia
22.5,62.5,40.5,3,6.035,Breccia
24.5,62.5,40.5,3,8.995,Breccia
39.5,62.5,40.5,1,0.781,Sandstone
41.5,62.5,40.5,1,0.644,Sandstone
49.5,62.5,40.5,1,0.541,Sandstone
53.5,62.5,40.5,2,1.976,Shale
79.5,62.5,40.5,2,2.581,Shale
5.5,63.5,40.5,3,13.631,Breccia
19.5,63.5,40.5,1,0.11,Sandstone
33.5,63.5,40.5,2,6.374,Shale
38.5,63.5,40.5,1,0.183,Sandstone
40.5,63.5,40.5,1,0.717,Sandstone
48.5,63.5,40.5,2,1.093,Shale
58.5,63.5,40.5,2,0.347,Shale
79.5,63.5,40.5,2,1.463,Shale
84.5,63.5,40.5,2,1.441,Shale
14.5,64.5,40.5,3,3.491,Breccia
29.5,64.5,40.5,2,21.982,Shale
53.5,64.5,40.5,2,2.215,Shale
55.5,64.5,40.5,2,1.737,Shale
62.5,64.5,40.5,2,0.805,Shale
83.5,64.5,40.5,2,0.345,Shale
10.5,65.5,40.5,3,8.647,Breccia
24.5,65.5,40.5,3,7.267,Breccia
38.5,65.5,40.5,1,0.275,Sandstone
41.5,65.5,40.5,1,0.113,Sandstone
42.5,65.5,40.5,1,0.289,Sandstone
61.5,65.5,40.5,2,0.232,Shale
86.5,65.5,40.5,2,0.312,Shale
96.5,65.5,40.5,2,3.667,Shale
98.5,65.5,40.5,1,0.017,Sandstone
3.5,66.5,40.5,3,6.366,Breccia
5.5,66.5,40.5,3,4.314,Breccia
7.5,66.5,40.5,3,4.37,Breccia
11.5,66.5,40.5,3,7.656,Breccia
29.5,66.5,40.5,2,13.359,Shale
30.5,66.5,40.5,2,19.855,Shale
37.5,66.5,40.5,2,1.428,Shale
85.5,66.5,40.5,2,0.432,Shale
88.5,66.5,40.5,2,0.551,Shale
16.5,67.5,40.5,1,0.031,Sandstone
34.5,67.5,40.5,2,1.603,Shale
48.5,67.5,40.5,2,0.623,Shale
52.5,67.5,40.5,2,5.843,Shale
85.5,67.5,40.5,2,0.19,Shale
90.5,67.5,40.5,2,1.563,Shale
15.5,68.5,40.5,1,0.058,Sandstone
20.5,68.5,40.5,3,1.736,Breccia
22.5,68.5,40.5,2,2.258,Shale
29.5,68.5,40.5,2,21.982,Shale
30.5,68.5,40.5,2,7.942,Shale
32.5,68.5,40.5,2,3.388,Shale
34.5,68.5,40.5,2,1.862,Shale
38.5,68.5,40.5,1,0.51,Sandstone
93.5,68.5,40.5,2,1.485,Shale
94.5,68.5,40.5,2,0.747,Shale
0.5,69.5,40.5,3,0.893,Breccia
2.5,69.5,40.5,3,2.338,Breccia
16.5,69.5,40.5,1,0.097,Sandstone
20.5,69.5,40.5,1,0.32,Sandstone
56.5,69.5,40.5,2,1.135,Shale
59.5,69.5,40.5,2,0.639,Shale
64.5,69.5,40.5,3,3.407,Breccia
65.5,69.5,40.5,3,1.576,Breccia
77.5,69.5,40.5,2,0.62,Shale
79.5,69.5,40.5,2,0.139,Shale
87.5,69.5,40.5,2,1.011,Shale
90.5,69.5,40.5,2,0.977,Shale
92.5,69.5,40.5,2,2.331,Shale
93.5,69.5,40.5,2,0.933,Shale
97.5,69.5,40.5,2,0.821,Shale
29.5,70.5,40.5,2,5.984,Shale
35.5,70.5,40.5,2,1.08,Shale
41.5,70.5,40.5,1,0.409,Sandstone
72.5,70.5,40.5,3,0.271,Breccia
81.5,70.5,40.5,2,0.63,Shale
85.5,70.5,40.5,2,0.304,Shale
88.5,70.5,40.5,2,2.449,Shale
92.5,70.5,40.5,2,1.617,Shale
1.5,71.5,40.5,3,3.355,Breccia
9.5,71.5,40.5,3,5.194,Breccia
18.5,71.5,40.5,1,0.107,Sandstone
22.5,71.5,40.5,2,6.477,Shale
30.5,71.5,40.5,2,1.583,Shale
33.5,71.5,40.5,2,5.482,Shale
35.5,71.5,40.5,2,0.956,Shale
44.5,71.5,40.5,1,0.341,Sandstone
45.5,71.5,40.5,1,0.411,Sandstone
48.5,71.5,40.5,2,1.136,Shale
50.5,71.5,40.5,2,3.1,Shale
54.5,71.5,40.5,2,1.575,Shale
81.5,71.5,40.5,2,0.487,Shale
19.5,72.5,40.5,1,0.165,Sandstone
37.5,72.5,40.5,2,1.041,Shale
82.5,72.5,40.5,2,0.162,Shale
91.5,72.5,40.5,2,2.103,Shale
96.5,72.5,40.5,1,0.015,Sandstone
5.5,73.5,40.5,3,1.101,Breccia
23.5,73.5,40.5,3,6.092,Breccia
43.5,73.5,40.5,1,0.162,Sandstone
45.5,73.5,40.5,1,0.409,Sandstone
46.5,73.5,40.5,2,0.552,Shale
77.5,73.5,40.5,2,0.236,Shale
82.5,73.5,40.5,2,0.461,Shale
85.5,73.5,40.5,2,0.251,Shale
94.5,73.5,40.5,2,6.423,Shale
95.5,73.5,40.5,2,2.532,Shale
2.5,74.5,40.5,3,1.448,Breccia
3.5,74.5,40.5,3,3.022,Breccia
10.5,74.5,40.5,2,3.021,Shale
20.5,74.5,40.5,1,0.016,Sandstone
49.5,74.5,40.5,2,4.76,Shale
54.5,74.5,40.5,2,1.815,Shale
56.5,74.5,40.5,2,0.951,Shale
58.5,74.5,40.5,2,3.124,Shale
71.5,74.5,40.5,3,0.598,Breccia
83.5,74.5,40.5,2,0.136,Shale
41.5,75.5,40.5,1,0.308,Sandstone
56.5,75.5,40.5,2,5.385,Shale
59.5,75.5,40.5,2,0.417,Shale
64.5,75.5,40.5,2,0.523,Shale
68.5,75.5,40.5,2,0.944,Shale
72.5,75.5,40.5,2,1.187,Shale
83.5,75.5,40.5,2,0.746,Shale
90.5,75.5,40.5,3,1.814,Breccia
95.5,75.5,40.5,2,1.414,Shale
8.5,76.5,40.5,3,1.239,Breccia
27.5,76.5,40.5,2,1.162,Shale
42.5,76.5,40.5,2,2.67,Shale
53.5,76.5,40.5,2,1.315,Shale
82.5,76.5,40.5,2,0.47,Shale
84.5,76.5,40.5,2,1.613,Shale
25.5,77.5,40.5,3,3.579,Breccia
37.5,77.5,40.5,2,0.921,Shale
38.5,77.5,40.5,2,2.265,Shale
39.5,77.5,40.5,2,3.184,Shale
47.5,77.5,40.5,1,0.105,Sandstone
84.5,77.5,40.5,3,6.95,Breccia
86.5,77.5,40.5,2,1.829,Shale
7.5,78.5,40.5,3,2.901,Breccia
15.5,78.5,40.5,3,1.12,Breccia
24.5,78.5,40.5,3,4.559,Breccia
40.5,78.5,40.5,2,2.227,Shale
69.5,78.5,40.5,2,0.346,Shale
71.5,78.5,40.5,3,1.548,Breccia
96.5,78.5,40.5,2,3.155,Shale
15.5,79.5,40.5,2,1.199,Shale
18.5,79.5,40.5,3,5.519,Breccia
19.5,79.5,40.5,2,2.589,Shale
23.5,79.5,40.5,3,5.4,Breccia
43.5,79.5,40.5,2,1.009,Shale
67.5,79.5,40.5,2,0.22,Shale
69.5,79.5,40.5,2,0.352,Shale
73.5,79.5,40.5,3,8.684,Breccia
86.5,79.5,40.5,2,1.358,Shale
2.5,80.5,40.5,2,1.999,Shale
5.5,80.5,40.5,2,3.956,Shale
11.5,80.5,40.5,2,0.385,Shale
25.5,80.5,40.5,2,3.304,Shale
27.5,80.5,40.5,2,1.144,Shale
35.5,80.5,40.5,2,0.332,Shale
43.5,80.5,40.5,2,0.861,Shale
62.5,80.5,40.5,2,1.038,Shale
78.5,80.5,40.5,2,0.511,Shale
86.5,80.5,40.5,3,11.518,Breccia
90.5,80.5,40.5,2,0.24,Shale
93.5,80.5,40.5,2,0.337,Shale
96.5,80.5,40.5,1,0.754,Sandstone
14.5,81.5,40.5,2,1.816,Shale
16.5,81.5,40.5,2,4.486,Shale
43.5,81.5,40.5,1,0.196,Sandstone
61.5,81.5,40.5,2,0.941,Shale
73.5,81.5,40.5,3,4.523,Breccia
85.5,81.5,40.5,3,14.371,Breccia
3.5,82.5,40.5,2,1.901,Shale
30.5,82.5,40.5,2,1.332,Shale
43.5,82.5,40.5,1,0.383,Sandstone
13.5,83.5,40.5,2,0.748,Shale
23.5,83.5,40.5,2,4.731,Shale
38.5,83.5,40.5,2,0.306,Shale
66.5,83.5,40.5,2,0.12,Shale
68.5,83.5,40.5,2,0.119,Shale
71.5,83.5,40.5,2,0.968,Shale
72.5,83.5,40.5,3,1.656,Breccia
12.5,84.5,40.5,2,0.328,Shale
21.5,84.5,40.5,2,1.204,Shale
22.5,84.5,40.5,2,3.107,Shale
40.5,84.5,40.5,2,0.404,Shale
47.5,84.5,40.5,1,0.291,Sandstone
50.5,84.5,40.5,2,1.729,Shale
59.5,84.5,40.5,2,1.134,Shale
72.5,84.5,40.5,3,0.96,Breccia
80.5,84.5,40.5,3,34.775,Breccia
16.5,85.5,40.5,2,1.482,Shale
54.5,85.5,40.5,2,1.306,Shale
69.5,85.5,40.5,2,1.558,Shale
94.5,85.5,40.5,2,0.797,Shale
7.5,86.5,40.5,2,1.504,Shale
14.5,86.5,40.5,2,2.155,Shale
41.5,86.5,40.5,2,0.195,Shale
44.5,86.5,40.5,2,0.464,Shale
46.5,86.5,40.5,2,2.819,Shale
52.5,86.5,40.5,2,1.388,Shale
57.5,86.5,40.5,2,0.808,Shale
63.5,86.5,40.5,2,0.287,Shale
70.5,86.5,40.5,2,1.598,Shale
97.5,86.5,40.5,2,0.151,Shale
0.5,87.5,40.5,2,0.72,Shale
1.5,87.5,40.5,2,1.041,Shale
7.5,87.5,40.5,2,0.992,Shale
17.5,87.5,40.5,2,1.946,Shale
20.5,87.5,40.5,2,1.046,Shale
22.5,87.5,40.5,2,0.4,Shale
32.5,87.5,40.5,3,6.28,Breccia
39.5,87.5,40.5,2,0.319,Shale
51.5,87.5,40.5,1,0.317,Sandstone
65.5,87.5,40.5,2,0.165,Shale
66.5,87.5,40.5,2,0.618,Shale
77.5,87.5,40.5,3,4.976,Breccia
18.5,88.5,40.5,2,1.107,Shale
34.5,88.5,40.5,2,1.237,Shale
75.5,88.5,40.5,2,0.784,Shale
92.5,88.5,40.5,1,0.447,Sandstone
96.5,88.5,40.5,1,0.538,Sandstone
11.5,89.5,40.5,2,1.917,Shale
26.5,89.5,40.5,3,27.052,Breccia
43.5,89.5,40.5,2,0.444,Shale
60.5,89.5,40.5,2,0.393,Shale
63.5,89.5,40.5,2,0.67,Shale
69.5,89.5,40.5,2,2.199,Shale
88.5,89.5,40.5,3,5.02,Breccia
33.5,90.5,40.5,2,0.916,Shale
35.5,90.5,40.5,2,0.432,Shale
50.5,90.5,40.5,1,0.573,Sandstone
57.5,90.5,40.5,2,2.427,Shale
80.5,90.5,40.5,3,8.181,Breccia
14.5,91.5,40.5,2,0.286,Shale
26.5,91.5,40.5,2,9.142,Shale
35.5,91.5,40.5,2,0.761,Shale
40.5,91.5,40.5,2,1.513,Shale
54.5,91.5,40.5,2,1.321,Shale
75.5,91.5,40.5,2,0.274,Shale
86.5,91.5,40.5,3,7.984,Breccia
90.5,91.5,40.5,3,11.541,Breccia
94.5,91.5,40.5,2,0.797,Shale
95.5,91.5,40.5,1,0.32,Sandstone
6.5,92.5,40.5,2,1.039,Shale
7.5,92.5,40.5,2,4.456,Shale
19.5,92.5,40.5,2,2.318,Shale
21.5,92.5,40.5,2,0.871,Shale
29.5,92.5,40.5,2,2.922,Shale
49.5,92.5,40.5,1,0.663,Sandstone
56.5,92.5,40.5,2,1.477,Shale
59.5,92.5,40.5,2,0.259,Shale
61.5,92.5,40.5,2,0.545,Shale
67.5,92.5,40.5,2,5.642,Shale
87.5,92.5,40.5,3,4.191,Breccia
6.5,93.5,40.5,2,1.345,Shale
26.5,93.5,40.5,2,5.136,Shale
39.5,93.5,40.5,2,2.699,Shale
59.5,93.5,40.5,2,0.381,Shale
72.5,93.5,40.5,2,0.876,Shale
34.5,94.5,40.5,2,1.525,Shale
61.5,94.5,40.5,2,0.145,Shale
66.5,94.5,40.5,2,6.649,Shale
70.5,94.5,40.5,2,0.927,Shale
82.5,94.5,40.5,3,3.601,Breccia
90.5,94.5,40.5,3,7.428,Breccia
93.5,94.5,40.5,1,0.417,Sandstone
97.5,94.5,40.5,1,0.929,Sandstone
16.5,95.5,40.5,2,0.552,Shale
18.5,95.5,40.5,2,1.035,Shale
41.5,95.5,40.5,2,2.771,Shale
53.5,95.5,40.5,1,0.965,Sandstone
57.5,95.5,40.5,2,3.721,Shale
66.5,95.5,40.5,2,1.364,Shale
72.5,95.5,40.5,2,0.281,Shale
98.5,95.5,40.5,1,0.732,Sandstone
16.5,96.5,40.5,2,0.319,Shale
18.5,96.5,40.5,2,0.809,Shale
33.5,96.5,40.5,2,1.543,Shale
43.5,96.5,40.5,1,0.565,Sandstone
48.5,96.5,40.5,1,0.189,Sandstone
80.5,96.5,40.5,2,0.533,Shale
82.5,96.5,40.5,3,16.37,Breccia
84.5,96.5,40.5,3,8.806,Breccia
86.5,96.5,40.5,3,12.903,Breccia
89.5,96.5,40.5,3,11.397,Breccia
2.5,97.5,40.5,2,0.396,Shale
7.5,97.5,40.5,2,0.358,Shale
9.5,97.5,40.5,2,0.198,Shale
10.5,97.5,40.5,2,0.444,Shale
26.5,97.5,40.5,3,16.972,Breccia
47.5,97.5,40.5,1,0.479,Sandstone
52.5,97.5,40.5,1,0.551,Sandstone
57.5,97.5,40.5,2,1.293,Shale
67.5,97.5,40.5,2,1.078,Shale
68.5,97.5,40.5,2,1.579,Shale
80.5,97.5,40.5,2,1.494,Shale
8.5,98.5,40.5,2,1.036,Shale
37.5,98.5,40.5,1,0.999,Sandstone
40.5,98.5,40.5,1,0.656,Sandstone
51.5,98.5,40.5,1,0.562,Sandstone
54.5,98.5,40.5,1,0.852,Sandstone
55.5,98.5,40.5,1,0.56,Sandstone
76.5,98.5,40.5,2,0.32,Shale
81.5,98.5,40.5,2,2.507,Shale
6.5,99.5,40.5,2,0.661,Shale
7.5,99.5,40.5,2,0.25,Shale
11.5,99.5,40.5,2,0.367,Shale
13.5,99.5,40.5,2,0.742,Shale
17.5,99.5,40.5,2,0.246,Shale
18.5,99.5,40.5,2,0.418,Shale
21.5,99.5,40.5,2,0.371,Shale
29.5,99.5,40.5,3,5.793,Breccia
30.5,99.5,40.5,3,12.382,Breccia
35.5,99.5,40.5,2,21.15,Shale
40.5,99.5,40.5,1,0.806,Sandstone
50.5,99.5,40.5,1,0.74,Sandstone
56.5,99.5,40.5,2,2.153,Shale
59.5,99.5,40.5,2,0.726,Shale
64.5,99.5,40.5,2,0.104,Shale
78.5,99.5,40.5,2,0.482,Shale
31.5,0.5,41.5,3,9.709,Breccia
39.5,0.5,41.5,2,0.173,Shale
54.5,0.5,41.5,1,0.819,Sandstone
65.5,0.5,41.5,1,0.388,Sandstone
83.5,0.5,41.5,2,0.64,Shale
84.5,0.5,41.5,2,0.825,Shale
88.5,0.5,41.5,2,1.125,Shale
89.5,0.5,41.5,2,0.882,Shale
90.5,0.5,41.5,2,1.287,Shale
93.5,0.5,41.5,2,16.1,Shale
19.5,1.5,41.5,3,1.456,Breccia
23.5,1.5,41.5,3,1.45,Breccia
27.5,1.5,41.5,3,0.793,Breccia
45.5,1.5,41.5,1,0.401,Sandstone
49.5,1.5,41.5,1,0.203,Sandstone
55.5,1.5,41.5,1,0.251,Sandstone
78.5,1.5,41.5,2,0.53,Shale
86.5,1.5,41.5,2,0.813,Shale
98.5,1.5,41.5,2,11.425,Shale
0.5,2.5,41.5,3,3.967,Breccia
9.5,2.5,41.5,3,0.226,Breccia
17.5,2.5,41.5,3,2.264,Breccia
49.5,2.5,41.5,1,0.67,Sandstone
50.5,2.5,41.5,1,0.643,Sandstone
64.5,2.5,41.5,1,0.745,Sandstone
65.5,2.5,41.5,1,0.88,Sandstone
69.5,2.5,41.5,1,0.436,Sandstone
0.5,3.5,41.5,3,4.203,Breccia
17.5,3.5,41.5,3,2.265,Breccia
19.5,3.5,41.5,3,3.657,Breccia
24.5,3.5,41.5,3,1.28,Breccia
45.5,3.5,41.5,1,0.439,Sandstone
95.5,3.5,41.5,2,3.782,Shale
96.5,3.5,41.5,2,11.486,Shale
97.5,3.5,41.5,2,21.982,Shale
2.5,4.5,41.5,3,2.008,Breccia
9.5,4.5,41.5,3,0.204,Breccia
12.5,4.5,41.5,3,0.379,Breccia
17.5,4.5,41.5,3,0.466,Breccia
30.5,4.5,41.5,3,2.392,Breccia
56.5,4.5,41.5,1,0.385,Sandstone
69.5,4.5,41.5,1,0.335,Sandstone
81.5,4.5,41.5,2,0.754,Shale
18.5,5.5,41.5,3,1.503,Breccia
22.5,5.5,41.5,3,2.017,Breccia
48.5,5.5,41.5,1,0.905,Sandstone
68.5,5.5,41.5,1,0.588,Sandstone
74.5,5.5,41.5,1,0.709,Sandstone
83.5,5.5,41.5,2,0.466,Shale
88.5,5.5,41.5,2,0.265,Shale
10.5,6.5,41.5,3,0.204,Breccia
25.5,6.5,41.5,3,1.627,Breccia
49.5,6.5,41.5,1,0.9,Sandstone
60.5,6.5,41.5,1,0.228,Sandstone
66.5,6.5,41.5,1,0.347,Sandstone
91.5,6.5,41.5,2,1.348,Shale
98.5,6.5,41.5,1,0.457,Sandstone
5.5,7.5,41.5,3,1.768,Breccia
6.5,7.5,41.5,3,0.955,Breccia
15.5,7.5,41.5,3,0.487,Breccia
21.5,7.5,41.5,3,1.154,Breccia
61.5,7.5,41.5,1,0.437,Sandstone
62.5,7.5,41.5,1,0.318,Sandstone
68.5,7.5,41.5,1,0.265,Sandstone
19.5,8.5,41.5,3,0.941,Breccia
